"","p4","p26","p3_4","p8_1","p19","p32","edad"
"1602",10,20,2,2,3,0,51
"1603",2,20,2,2,2,0,57
"1604",32,120,2,2,0,0,37
"1605",6,60,2,1,0,0,19
"1606",4,45,2,1,1,0,38
"1607",3,60,2,2,0,0,26
"1608",0,30,2,0,0,0,30
"1609",5,60,2,2,0,0,70
"1610",0,10,2,0,0,0,72
"1611",4,60,2,2,2,0,31
"1612",0,0,2,0,0,3,57
"1613",3,30,2,2,3,0,39
"1614",3,30,2,2,3,0,22
"1615",0,15,2,0,2,0,44
"1616",0,0,2,0,0,3,50
"1617",3,20,2,2,2,0,47
"1618",0,30,2,0,0,0,27
"1619",2,30,2,1,0,0,81
"1620",5,120,2,2,3,0,53
"1621",4,45,2,2,0,0,66
"1622",12,60,2,2,3,0,83
"1623",0,0,2,0,0,5,68
"1624",2,15,2,2,0,0,80
"1625",60,180,2,2,0,0,59
"1626",1,20,2,2,2,0,64
"1627",0,45,2,0,0,0,33
"1628",1,30,2,1,0,0,23
"1629",2,30,2,2,0,0,42
"1630",2,20,2,2,3,0,53
"1631",0,20,2,0,0,0,24
"1632",0,20,2,0,0,0,67
"1633",0,0,2,0,0,3,60
"1634",0,0,2,0,0,5,68
"1635",0,30,2,0,0,0,22
"1636",3,45,2,2,0,0,44
"1637",0,0,0,0,0,0,82
"1638",0,0,2,0,0,3,62
"1639",1,30,2,2,2,0,69
"1640",4,240,2,1,0,0,58
"1641",0,10,2,0,2,0,49
"1642",5,60,2,2,0,0,21
"1643",0,30,2,0,0,0,75
"1644",0,10,2,0,0,0,28
"1645",2,30,2,2,2,0,33
"1646",0,5,2,0,0,0,29
"1647",4,20,2,1,0,0,21
"1648",2,20,2,2,2,0,34
"1649",0,0,2,0,0,3,28
"1650",0,20,2,0,0,0,30
"1651",2,60,2,1,3,0,24
"1652",4,60,2,2,0,0,37
"1653",0,15,2,0,0,0,29
"1654",0,0,2,0,0,3,43
"1655",3,30,2,1,0,0,57
"1656",2,30,2,1,0,0,58
"1657",2,60,2,2,0,0,55
"1658",0,10,2,0,0,0,34
"1659",0,0,2,0,0,1,37
"1660",0,0,0,0,0,0,62
"1661",2,130,1,2,1,0,25
"1662",0,0,2,0,0,1,25
"1663",0,30,1,0,0,0,29
"1664",0,30,2,0,3,0,35
"1665",0,30,2,0,0,0,66
"1666",1,40,2,2,0,0,29
"1667",5,30,2,1,0,0,60
"1668",0,10,2,0,0,0,20
"1669",2,10,2,2,3,0,76
"1670",4,10,2,2,2,0,39
"1671",2,130,2,1,0,0,22
"1672",0,0,0,0,0,0,74
"1673",0,15,2,0,0,0,60
"1674",0,5,2,0,2,0,23
"1675",3,10,2,2,0,0,32
"1676",0,0,2,0,0,2,18
"1677",0,0,2,0,0,3,42
"1678",50,120,2,1,2,0,28
"1679",0,0,2,0,0,1,39
"1680",1,20,2,2,0,0,43
"1681",1,30,2,2,0,0,66
"1682",0,15,2,0,0,0,34
"1683",6,20,2,2,0,0,47
"1684",0,0,2,0,0,1,42
"1685",6,60,2,2,0,0,42
"1686",0,15,2,0,3,0,39
"1687",4,10,2,2,0,0,60
"1688",6,30,1,1,2,0,19
"1689",1,10,2,2,2,0,34
"1690",5,40,2,2,3,0,42
"1691",5,90,2,1,0,0,32
"1692",2,30,2,2,0,0,30
"1693",1,60,2,2,0,0,81
"1694",0,0,2,0,0,1,57
"1695",0,15,2,0,1,0,57
"1696",0,0,2,0,0,3,52
"1697",4,60,2,2,1,0,53
"1698",1,30,2,2,0,0,45
"1699",0,0,2,0,0,1,52
"1700",0,30,2,0,0,0,35
"1701",1,60,1,2,2,0,28
"1702",2,60,1,2,1,0,26
"1703",5,10,2,2,3,0,69
"1704",0,0,2,0,0,3,73
"1705",0,0,2,0,0,1,72
"1706",0,0,2,0,0,1,53
"1707",1,20,2,1,0,0,26
"1708",5,60,2,1,0,0,74
"1709",0,0,2,0,0,1,44
"1710",0,0,2,0,0,1,60
"1711",10,40,1,2,0,0,25
"1712",1,15,2,2,3,0,41
"1713",0,0,2,0,0,1,52
"1714",1,30,2,2,0,0,48
"1715",0,0,0,0,0,0,66
"1716",1,20,2,2,3,0,53
"1717",1,20,2,2,0,0,45
"1718",0,0,0,0,0,0,49
"1719",0,30,2,0,0,0,50
"1720",0,20,2,0,0,0,32
"1721",9,20,2,1,1,0,41
"1722",0,30,2,0,0,0,36
"1723",0,20,1,0,0,0,30
"1724",0,10,2,0,1,0,46
"1725",8,120,2,1,0,0,30
"1726",1,30,2,2,3,0,60
"1727",0,10,2,0,3,0,34
"1728",1,30,2,2,0,0,61
"1729",3,120,2,1,3,0,38
"1730",3,30,2,1,0,0,31
"1731",1,30,1,2,0,0,45
"1732",2,20,2,2,3,0,54
"1733",0,20,2,0,3,0,63
"1734",1,20,2,2,0,0,61
"1735",0,0,2,0,0,2,48
"1736",0,10,2,0,1,0,28
"1737",1,30,2,1,0,0,60
"1738",2,30,2,1,2,0,38
"1739",1,60,2,2,1,0,34
"1740",3,30,2,2,0,0,24
"1741",3,30,2,2,0,0,55
"1742",8,120,1,1,1,0,25
"1743",0,0,0,0,0,0,83
"1744",5,60,2,1,0,0,48
"1745",1,30,2,2,0,0,65
"1746",1,30,2,2,0,0,55
"1747",2,180,2,2,0,0,58
"1748",0,60,2,0,0,0,62
"1749",1,25,2,1,0,0,36
"1750",2,20,2,2,0,0,46
"1751",3,60,2,2,1,0,25
"1752",0,35,2,0,3,0,55
"1753",0,0,0,0,0,0,22
"1754",22,60,2,1,0,0,20
"1755",0,0,2,0,0,1,50
"1756",0,0,0,0,0,0,35
"1757",3,45,2,1,0,0,62
"1758",0,30,2,0,0,0,19
"1759",0,0,2,0,0,3,57
"1760",0,20,2,0,0,0,26
"1761",0,0,2,0,0,3,45
"1762",4,10,2,2,0,0,37
"1763",9,30,1,2,0,0,34
"1764",0,15,1,0,0,0,36
"1765",0,20,2,0,2,0,62
"1766",0,20,2,0,3,0,32
"1767",0,0,2,0,0,1,64
"1768",2,20,2,2,0,0,29
"1769",0,0,2,0,0,3,60
"1770",2,30,2,1,0,0,41
"1771",0,40,2,0,0,0,31
"1772",1,60,2,2,0,0,55
"1773",1,20,2,1,3,0,42
"1774",0,0,0,0,0,0,69
"1775",0,15,2,0,3,0,52
"1776",0,20,2,0,0,0,28
"1777",0,20,2,0,0,0,23
"1778",1,30,2,2,0,0,35
"1779",0,0,0,0,0,0,83
"1780",4,30,2,2,0,0,27
"1781",3,40,2,2,0,0,72
"1782",10,30,2,2,2,0,27
"1783",0,50,2,0,0,0,22
"1784",0,15,2,0,0,0,38
"1785",2,120,1,2,0,0,59
"1786",0,30,1,0,0,0,50
"1787",0,30,2,0,0,0,52
"1788",0,0,0,0,0,0,27
"1789",0,50,2,0,0,0,35
"1790",6,60,2,1,0,0,23
"1791",0,0,2,0,0,3,35
"1792",2,30,2,2,0,0,63
"1793",0,0,2,0,0,3,31
"1794",4,60,1,1,0,0,20
"1795",0,50,1,0,0,0,45
"1796",1,60,2,2,0,0,73
"1797",1,15,1,2,0,0,34
"1798",0,0,2,0,0,1,58
"1799",0,0,2,0,0,3,40
"1800",0,0,0,0,0,0,72
"1801",0,0,2,0,0,3,54
"1802",0,30,2,0,0,0,36
"1803",0,20,2,0,0,0,37
"1804",0,20,2,0,2,0,58
"1805",0,30,2,0,0,0,53
"1806",0,45,2,0,2,0,60
"1807",5,20,2,1,2,0,46
"1808",1,30,2,2,3,0,47
"1809",4,60,2,2,1,0,42
"1810",0,10,2,0,0,0,25
"1811",0,0,0,0,0,0,51
"1812",1,20,2,2,3,0,36
"1813",0,0,2,0,0,3,56
"1814",1,30,2,2,2,0,49
"1815",1,60,2,2,0,0,72
"1816",0,20,2,0,2,0,34
"1817",0,0,2,0,0,3,49
"1818",1,15,2,2,0,0,32
"1819",0,30,2,0,0,0,23
"1820",1,30,2,2,0,0,57
"1821",0,20,2,0,0,0,22
"1822",1,60,2,2,3,0,42
"1823",0,10,2,0,2,0,85
"1824",2,60,2,2,0,0,24
"1825",1,180,2,2,2,0,58
"1826",1,30,2,2,1,0,47
"1827",3,60,2,2,1,0,51
"1828",2,30,2,2,0,0,39
"1829",2,20,2,1,0,0,26
"1830",5,180,2,1,1,0,68
"1831",0,40,2,0,0,0,49
"1832",0,180,1,0,0,0,23
"1833",0,15,2,0,3,0,30
"1834",0,10,2,0,2,0,47
"1835",2,45,2,1,0,0,22
"1836",4,40,2,1,0,0,33
"1837",2,25,2,2,3,0,61
"1838",3,60,2,2,3,0,73
"1839",2,40,2,2,1,0,37
"1840",0,10,2,0,0,0,30
"1841",2,30,2,2,0,0,28
"1842",0,30,2,0,3,0,72
"1843",2,30,2,2,0,0,27
"1844",1,20,2,2,0,0,69
"1845",2,20,2,2,3,0,55
"1846",0,10,2,0,0,0,53
"1847",1,60,2,2,1,0,46
"1848",7,60,2,2,1,0,33
"1849",0,20,2,0,3,0,57
"1850",2,25,2,2,0,0,29
"1851",3,60,2,1,3,0,46
"1852",0,30,2,0,3,0,48
"1853",0,0,2,0,0,3,61
"1854",2,30,2,2,3,0,74
"1855",0,0,2,0,0,5,88
"1856",3,60,1,2,0,0,18
"1857",3,60,2,2,0,0,24
"1858",0,20,2,0,0,0,26
"1859",0,30,2,0,0,0,41
"1860",1,60,2,2,0,0,69
"1861",2,120,2,2,0,0,69
"1862",1,60,2,2,3,0,63
"1863",0,0,2,0,0,1,34
"1864",0,0,2,0,0,3,18
"1865",3,120,2,1,0,0,56
"1866",0,0,2,0,0,3,46
"1867",0,60,2,0,0,0,27
"1868",0,0,2,0,0,3,43
"1869",0,10,2,0,0,0,37
"1870",0,10,2,0,3,0,34
"1871",4,60,1,2,0,0,19
"1872",0,60,1,0,1,0,45
"1873",1,10,2,2,0,0,81
"1874",0,20,2,0,0,0,67
"1875",0,30,2,0,2,0,27
"1876",0,60,2,0,3,0,74
"1877",2,30,1,2,2,0,29
"1878",0,0,2,0,0,3,41
"1879",0,60,1,0,3,0,20
"1880",1,120,2,2,0,0,81
"1881",8,30,1,2,3,0,42
"1882",0,10,2,0,2,0,29
"1883",12,210,2,2,1,0,65
"1884",1,60,2,2,2,0,38
"1885",0,10,2,0,0,0,27
"1886",1,60,1,2,2,0,43
"1887",0,30,2,0,0,0,19
"1888",10,30,2,1,0,0,24
"1889",1,10,1,1,3,0,41
"1890",0,60,2,0,3,0,71
"1891",0,30,1,0,1,0,40
"1892",6,50,1,2,3,0,19
"1893",2,240,2,2,0,0,59
"1894",15,25,2,2,0,0,24
"1895",3,60,1,2,2,0,25
"1896",0,60,2,0,3,0,50
"1897",1,15,2,1,0,0,26
"1898",3,60,1,2,0,0,24
"1899",0,0,2,0,0,1,44
"1900",3,60,2,2,0,0,63
"1901",7,20,2,1,0,0,27
"1902",2,60,2,2,3,0,57
"1903",2,20,2,2,0,0,57
"1904",0,40,1,0,2,0,38
"1905",0,0,0,0,0,0,65
"1906",0,0,2,0,0,1,21
"1907",0,0,2,0,0,2,34
"1908",0,0,2,0,0,3,40
"1909",3,120,2,2,2,0,41
"1910",0,0,2,0,0,3,39
"1911",1,15,2,2,3,0,46
"1912",2,30,2,1,2,0,45
"1913",0,5,2,0,0,0,42
"1914",6,60,2,1,0,0,21
"1915",10,60,2,2,0,0,35
"1916",2,60,2,2,0,0,67
"1917",0,30,2,0,1,0,46
"1918",0,0,2,0,0,2,65
"1919",1,120,2,1,0,0,67
"1920",4,30,2,1,1,0,43
"1921",0,0,2,0,0,3,49
"1922",0,0,2,0,0,1,54
"1923",1,30,2,1,0,0,55
"1924",0,10,2,0,3,0,32
"1925",0,20,2,0,0,0,26
"1926",0,30,2,0,0,0,38
"1927",0,45,2,0,0,0,32
"1928",0,0,2,0,0,1,53
"1929",2,60,2,2,0,0,63
"1930",1,30,1,1,0,0,40
"1931",1,15,2,2,0,0,71
"1932",0,40,2,0,0,0,48
"1933",0,60,2,0,0,0,27
"1934",0,0,2,0,0,2,69
"1935",0,0,2,0,0,1,59
"1936",0,15,1,0,1,0,50
"1937",3,30,2,1,0,0,34
"1938",2,30,2,2,0,0,19
"1939",0,0,2,0,0,3,31
"1940",6,120,2,2,0,0,35
"1941",6,60,2,1,0,0,18
"1942",0,10,2,0,3,0,24
"1943",0,6,2,0,2,0,53
"1944",3,30,1,2,3,0,52
"1945",0,30,2,0,0,0,44
"1946",2,30,2,2,0,0,29
"1947",0,0,2,0,0,1,56
"1948",0,10,2,0,0,0,27
