"","p4","p26","p3_1","p3_4","p8_1","p5","p32","edad"
"1441",0,0,2,2,0,0,1,49
"1442",0,0,2,2,0,0,4,62
"1443",0,30,2,2,0,0,0,59
"1444",0,20,2,2,0,0,0,62
"1445",0,20,2,2,0,0,0,30
"1446",3,30,1,2,2,1,0,26
"1447",5,60,1,2,2,4,0,61
"1448",2,20,1,2,2,1,0,38
"1449",3,60,1,1,2,4,0,31
"1450",0,0,2,2,0,0,3,54
"1451",0,30,2,2,0,0,0,46
"1452",0,15,2,2,0,0,0,59
"1453",0,0,2,2,0,0,3,57
"1454",2,60,1,2,1,1,0,23
"1455",1,30,1,1,2,2,0,19
"1456",1,60,1,2,2,4,0,32
"1457",0,30,2,2,0,0,0,41
"1458",0,60,2,2,0,0,0,52
"1459",0,30,2,1,0,0,0,49
"1460",0,30,2,2,0,0,0,23
"1461",1,60,1,2,2,5,0,78
"1462",0,20,2,2,0,0,0,55
"1463",0,30,2,2,0,0,0,59
"1464",0,30,2,2,0,0,0,60
"1465",2,35,1,2,2,1,0,28
"1466",6,60,1,2,1,4,0,19
"1467",0,0,0,0,0,0,0,59
"1468",5,20,1,2,1,3,0,48
"1469",0,0,2,2,0,0,1,54
"1470",11,25,1,2,2,4,0,26
"1471",24,90,1,2,1,4,0,74
"1472",0,5,2,2,0,0,0,32
"1473",4,30,1,2,2,4,0,40
"1474",0,60,2,2,0,0,0,60
"1475",0,30,2,2,0,0,0,43
"1476",20,120,1,1,1,4,0,19
"1477",0,90,2,2,0,0,0,65
"1478",5,40,1,2,2,4,0,47
"1479",1,20,1,2,2,4,0,32
"1480",0,30,2,2,0,0,0,34
"1481",0,20,2,2,0,0,0,30
"1482",0,15,2,2,0,0,0,51
"1483",0,15,2,2,0,0,0,43
"1484",3,60,1,2,2,3,0,58
"1485",0,0,2,2,0,0,3,21
"1486",0,0,0,0,0,0,0,64
"1487",0,30,2,2,0,0,0,46
"1488",0,15,2,2,0,0,0,70
"1489",0,60,2,2,0,0,0,61
"1490",0,15,2,2,0,0,0,45
"1491",5,120,1,2,2,2,0,54
"1492",0,0,2,2,0,0,5,90
"1493",7,60,1,2,1,2,0,23
"1494",0,30,2,2,0,0,0,52
"1495",5,120,1,2,1,4,0,66
"1496",0,0,2,2,0,0,3,18
"1497",0,0,2,2,0,0,3,52
"1498",0,15,2,1,0,0,0,35
"1499",0,20,2,2,0,0,0,52
"1500",0,0,2,2,0,0,3,30
"1501",1,15,1,2,2,4,0,38
"1502",3,60,1,2,1,1,0,47
"1503",0,0,0,0,0,0,0,65
"1504",0,10,2,2,0,0,0,44
"1505",0,30,2,1,0,0,0,24
"1506",1,60,1,2,2,4,0,56
"1507",1,30,1,2,2,3,0,71
"1508",2,60,1,2,1,4,0,19
"1509",1,25,1,2,2,3,0,69
"1510",2,30,1,2,2,4,0,27
"1511",2,20,1,2,1,3,0,45
"1512",0,0,0,0,0,0,0,70
"1513",0,30,2,2,0,0,0,60
"1514",7,60,1,2,2,1,0,22
"1515",1,20,1,2,2,4,0,24
"1516",0,0,2,2,0,0,3,26
"1517",0,20,2,2,0,0,0,26
"1518",4,120,1,2,2,5,0,83
"1519",0,0,2,2,0,0,1,23
"1520",0,0,2,2,0,0,3,59
"1521",0,60,2,2,0,0,0,34
"1522",5,20,1,2,1,3,0,49
"1523",0,30,2,2,0,0,0,29
"1524",0,0,2,2,0,0,3,53
"1525",0,0,2,2,0,0,3,31
"1526",2,15,1,2,2,3,0,51
"1527",0,30,2,2,0,0,0,27
"1528",10,60,1,2,2,3,0,76
"1529",0,0,2,2,0,0,1,47
"1530",3,45,1,2,2,2,0,19
"1531",0,30,2,2,0,0,0,51
"1532",4,60,1,2,2,3,0,80
"1533",3,40,1,2,2,1,0,37
"1534",1,30,1,2,2,5,0,74
"1535",0,0,0,0,0,0,0,80
"1536",0,0,2,2,0,0,3,52
"1537",0,0,2,2,0,0,3,45
"1538",9,60,1,2,1,2,0,19
"1539",1,40,1,2,2,5,0,73
"1540",3,60,1,2,2,3,0,42
"1541",0,0,2,2,0,0,3,43
"1542",1,20,1,2,2,5,0,55
"1543",0,0,2,2,0,0,1,38
"1544",0,0,2,2,0,0,1,54
"1545",0,0,2,2,0,0,3,33
"1546",0,45,2,2,0,0,0,37
"1547",0,60,2,2,0,0,0,43
"1548",0,15,2,2,0,0,0,43
"1549",0,20,2,2,0,0,0,65
"1550",0,30,2,2,0,0,0,35
"1551",1,20,1,2,2,4,0,21
"1552",2,30,1,2,2,4,0,34
"1553",1,120,1,2,2,4,0,62
"1554",0,30,2,2,0,0,0,26
"1555",0,0,2,2,0,0,1,30
"1556",0,0,2,2,0,0,3,37
"1557",2,40,1,2,2,3,0,20
"1558",0,45,2,2,0,0,0,52
"1559",0,0,2,2,0,0,1,60
"1560",1,50,1,1,2,4,0,55
"1561",0,20,2,2,0,0,0,41
"1562",2,30,1,2,2,3,0,51
"1563",0,0,2,2,0,0,5,64
"1564",0,0,2,2,0,0,3,43
"1565",0,0,2,2,0,0,5,78
"1566",1,20,1,2,2,5,0,65
"1567",0,0,2,2,0,0,1,69
"1568",2,30,1,2,1,1,0,25
"1569",2,60,1,2,2,4,0,59
"1570",2,20,1,2,2,4,0,25
"1571",1,30,1,2,2,4,0,46
"1572",0,15,2,2,0,0,0,50
"1573",2,20,1,2,2,4,0,44
"1574",4,60,1,2,2,4,0,51
"1575",1,15,1,2,2,4,0,58
"1576",0,0,2,2,0,0,3,45
"1577",0,15,2,2,0,0,0,42
"1578",2,30,1,1,2,4,0,35
"1579",0,0,2,2,0,0,3,51
"1580",0,0,2,2,0,0,2,27
"1581",0,15,2,2,0,0,0,39
"1582",2,20,1,2,2,1,0,51
"1583",0,0,2,2,0,0,3,32
"1584",0,0,2,2,0,0,3,72
"1585",0,0,2,2,0,0,3,58
"1586",0,0,2,2,0,0,1,58
"1587",3,120,1,2,2,3,0,71
"1588",0,0,2,2,0,0,1,20
"1589",0,60,2,2,0,0,0,64
"1590",0,30,2,2,0,0,0,48
"1591",0,0,2,2,0,0,2,48
"1592",0,0,2,2,0,0,3,40
"1593",0,20,2,2,0,0,0,31
"1594",5,30,1,2,2,2,0,40
"1595",3,30,1,2,2,4,0,34
"1596",0,15,2,2,0,0,0,34
"1597",1,15,1,1,2,4,0,43
"1598",3,20,1,2,2,6,0,37
"1599",0,0,2,2,0,0,2,44
"1600",0,0,2,2,0,0,5,67
"1601",30,30,1,2,2,3,0,31
"1602",0,0,2,2,0,0,2,43
"1603",0,60,2,2,0,0,0,27
"1604",2,30,1,2,2,1,0,49
"1605",0,0,2,2,0,0,3,46
"1606",0,30,2,2,0,0,0,27
"1607",0,0,2,2,0,0,3,47
"1608",0,20,2,2,0,0,0,40
"1609",0,0,2,2,0,0,3,32
"1610",0,0,2,2,0,0,3,25
"1611",0,30,2,2,0,0,0,42
"1612",3,30,1,2,2,4,0,39
"1613",5,30,1,2,2,5,0,51
"1614",0,0,2,2,0,0,3,29
"1615",0,0,2,2,0,0,1,23
"1616",2,60,1,2,1,3,0,19
"1617",1,60,1,2,2,1,0,46
"1618",0,10,2,2,0,0,0,38
"1619",0,20,2,2,0,0,0,23
"1620",0,30,2,2,0,0,0,45
"1621",0,60,2,2,0,0,0,41
"1622",1,30,1,2,2,5,0,43
"1623",2,60,1,1,2,3,0,52
"1624",3,120,1,2,2,2,0,32
"1625",0,0,2,2,0,0,3,68
"1626",0,60,2,2,0,0,0,79
"1627",1,45,1,2,2,3,0,32
"1628",0,40,2,2,0,0,0,65
"1629",0,0,2,2,0,0,3,73
"1630",1,20,1,2,2,5,0,53
"1631",3,30,1,2,2,4,0,38
"1632",0,30,2,2,0,0,0,75
"1633",4,30,1,1,2,4,0,21
"1634",0,30,2,2,0,0,0,39
"1635",2,10,1,2,2,4,0,24
"1636",0,0,2,2,0,0,3,46
"1637",0,15,2,2,0,0,0,40
"1638",0,10,2,2,0,0,0,24
"1639",0,30,2,2,0,0,0,50
"1640",1,20,1,2,2,5,0,56
"1641",0,0,0,0,0,0,0,34
"1642",9,180,1,2,2,4,0,36
"1643",2,40,1,2,2,4,0,28
"1644",12,90,1,1,2,4,0,20
"1645",0,10,2,2,0,0,0,49
"1646",0,0,2,2,0,0,3,41
"1647",2,35,1,2,2,4,0,69
"1648",4,60,1,2,1,3,0,27
"1649",0,35,2,2,0,0,0,65
"1650",0,0,2,2,0,0,3,49
"1651",0,20,2,2,0,0,0,26
"1652",1,30,1,2,2,5,0,43
"1653",0,0,2,2,0,0,3,33
"1654",4,20,1,2,2,4,0,65
"1655",3,60,1,2,2,3,0,80
"1656",2,60,1,2,2,4,0,52
"1657",3,120,1,2,2,3,0,85
"1658",0,45,2,2,0,0,0,69
"1659",0,0,0,0,0,0,0,77
"1660",3,45,1,1,2,3,0,29
"1661",2,60,1,2,2,4,0,63
"1662",0,20,2,1,0,0,0,40
"1663",1,30,1,2,2,4,0,58
"1664",4,60,1,1,2,4,0,21
"1665",0,30,2,2,0,0,0,26
"1666",0,20,2,2,0,0,0,32
"1667",0,30,2,2,0,0,0,36
"1668",3,60,1,2,2,2,0,20
"1669",1,25,1,2,2,4,0,55
"1670",1,35,1,2,2,4,0,30
"1671",1,15,1,1,2,4,0,59
"1672",0,20,2,2,0,0,0,34
"1673",0,0,2,2,0,0,5,66
"1674",0,0,2,2,0,0,5,67
"1675",4,90,1,2,1,4,0,21
"1676",3,60,1,1,1,3,0,25
"1677",18,120,1,2,2,3,0,43
"1678",2,30,1,2,2,3,0,60
"1679",0,0,2,2,0,0,6,57
"1680",5,60,1,2,1,3,0,36
"1681",3,45,1,2,2,3,0,57
"1682",35,60,1,2,2,3,0,25
"1683",0,30,2,2,0,0,0,61
"1684",0,30,2,2,0,0,0,68
"1685",5,30,1,1,2,3,0,18
"1686",0,0,2,2,0,0,3,19
"1687",3,60,1,2,2,4,0,36
"1688",0,30,2,2,0,0,0,61
"1689",3,45,1,2,1,1,0,33
"1690",0,0,2,2,0,0,1,27
"1691",0,10,2,2,0,0,0,28
"1692",3,20,1,2,1,2,0,20
"1693",0,0,0,0,0,0,0,84
"1694",0,20,2,2,0,0,0,60
"1695",0,0,2,2,0,0,1,56
"1696",8,90,1,2,1,3,0,27
"1697",0,30,2,2,0,0,0,37
"1698",0,30,2,2,0,0,0,47
"1699",5,60,1,2,2,4,0,51
"1700",8,90,1,2,1,3,0,30
"1701",1,30,1,2,2,1,0,57
"1702",10,90,1,2,1,2,0,22
"1703",0,0,2,2,0,0,3,33
"1704",0,20,2,2,0,0,0,37
"1705",5,90,1,2,1,2,0,21
"1706",4,60,1,2,1,1,0,37
"1707",5,90,1,2,1,1,0,60
"1708",0,30,2,2,0,0,0,28
"1709",0,0,2,2,0,0,1,31
"1710",0,0,2,2,0,0,1,65
"1711",0,20,2,2,0,0,0,34
"1712",0,45,2,2,0,0,0,50
"1713",0,0,2,2,0,0,1,68
"1714",0,15,2,2,0,0,0,51
"1715",1,60,1,2,2,5,0,74
"1716",0,0,0,0,0,0,0,73
"1717",0,20,2,2,0,0,0,59
"1718",4,90,1,2,1,4,0,21
"1719",0,30,2,2,0,0,0,28
"1720",0,20,2,2,0,0,0,38
"1721",3,60,1,2,1,4,0,25
"1722",1,60,1,2,2,3,0,50
"1723",0,30,2,2,0,0,0,26
"1724",0,0,2,2,0,0,1,31
"1725",0,15,2,2,0,0,0,29
"1726",0,20,2,2,0,0,0,24
"1727",0,0,2,2,0,0,1,50
"1728",3,60,1,2,2,1,0,57
"1729",0,30,2,2,0,0,0,54
"1730",0,0,2,2,0,0,3,32
"1731",1,60,1,2,2,4,0,65
"1732",2,30,1,2,2,4,0,46
"1733",0,20,2,2,0,0,0,60
"1734",0,0,2,2,0,0,1,33
"1735",4,60,1,2,2,4,0,46
"1736",3,20,1,2,2,1,0,52
"1737",3,30,1,2,2,4,0,48
"1738",0,30,2,2,0,0,0,47
"1739",0,6,2,2,0,0,0,44
"1740",1,60,1,2,2,5,0,39
"1741",2,180,1,1,2,4,0,23
"1742",0,0,2,2,0,0,1,42
"1743",0,0,2,2,0,0,1,37
"1744",0,0,2,2,0,0,1,33
"1745",4,20,1,2,2,4,0,71
"1746",1,15,1,2,2,3,0,56
"1747",2,10,1,2,2,4,0,29
"1748",1,180,1,2,2,4,0,80
"1749",0,10,2,2,0,0,0,38
"1750",0,30,2,2,0,0,0,76
"1751",5,30,1,1,2,3,0,72
"1752",0,60,2,2,0,0,0,56
"1753",1,20,1,2,2,4,0,30
"1754",0,20,2,2,0,0,0,34
"1755",15,30,1,1,1,4,0,24
"1756",0,5,2,2,0,0,0,58
"1757",3,60,1,2,2,4,0,63
"1758",0,15,2,2,0,0,0,56
"1759",0,0,2,2,0,0,1,52
"1760",1,60,1,2,2,3,0,73
"1761",1,15,1,2,2,4,0,25
"1762",6,60,1,2,2,2,0,24
"1763",0,0,2,2,0,0,3,43
"1764",0,0,2,2,0,0,3,24
"1765",0,0,2,2,0,0,3,25
"1766",0,0,2,2,0,0,1,39
"1767",0,40,2,2,0,0,0,40
"1768",0,0,2,2,0,0,1,33
"1769",0,0,2,2,0,0,3,29
"1770",4,60,1,2,1,1,0,38
"1771",6,120,1,2,2,2,0,27
"1772",0,0,2,2,0,0,1,54
"1773",1,30,1,2,2,5,0,59
"1774",3,45,1,2,2,1,0,29
"1775",0,20,2,2,0,0,0,38
"1776",1,40,1,2,2,5,0,64
"1777",7,25,1,2,2,2,0,37
"1778",1,60,1,2,2,5,0,60
"1779",1,30,1,2,2,5,0,44
"1780",0,20,2,2,0,0,0,30
"1781",0,15,2,2,0,0,0,26
"1782",1,20,1,2,2,5,0,44
"1783",1,45,1,2,2,5,0,65
"1784",0,20,2,2,0,0,0,37
"1785",0,20,2,2,0,0,0,31
"1786",0,0,0,0,0,0,0,50
"1787",8,60,1,2,1,2,0,20
"1788",0,30,2,2,0,0,0,27
"1789",2,18,1,2,2,5,0,59
"1790",0,20,2,2,0,0,0,48
"1791",2,60,1,2,1,1,0,37
"1792",4,30,1,2,1,1,0,29
"1793",0,5,2,2,0,0,0,47
"1794",0,0,2,2,0,0,1,82
"1795",2,30,1,2,2,3,0,25
"1796",1,40,1,2,2,5,0,61
"1797",3,40,1,2,1,4,0,24
"1798",3,30,1,2,2,3,0,35
"1799",1,40,1,2,2,5,0,63
"1800",0,60,2,2,0,0,0,47
"1801",0,30,2,2,0,0,0,46
"1802",0,40,2,2,0,0,0,46
"1803",1,30,1,2,2,5,0,72
"1804",0,60,2,2,0,0,0,38
"1805",2,25,1,2,2,1,0,53
"1806",0,30,2,2,0,0,0,34
"1807",2,40,1,2,2,4,0,53
"1808",4,120,1,2,2,3,0,61
"1809",0,45,2,2,0,0,0,43
"1810",3,50,1,2,2,1,0,47
"1811",0,0,2,2,0,0,5,77
"1812",5,50,1,2,2,1,0,55
"1813",0,0,2,2,0,0,3,25
"1814",0,15,2,2,0,0,0,48
"1815",0,20,2,2,0,0,0,30
"1816",0,10,2,2,0,0,0,61
"1817",0,0,2,2,0,0,1,63
"1818",0,30,2,2,0,0,0,30
"1819",0,15,2,2,0,0,0,40
"1820",2,20,1,2,2,3,0,59
"1821",0,20,2,2,0,0,0,28
"1822",1,20,1,2,2,5,0,41
"1823",0,0,2,2,0,0,3,35
"1824",0,30,2,2,0,0,0,68
"1825",0,0,2,2,0,0,1,70
"1826",0,0,2,2,0,0,1,49
"1827",0,15,2,1,0,0,0,47
"1828",0,45,2,2,0,0,0,54
"1829",0,35,2,2,0,0,0,23
"1830",0,30,2,2,0,0,0,71
"1831",0,50,2,2,0,0,0,43
"1832",1,30,1,2,2,4,0,26
"1833",0,0,2,2,0,0,1,71
"1834",0,0,2,2,0,0,1,66
"1835",0,0,2,2,0,0,1,26
"1836",0,50,2,2,0,0,0,37
"1837",3,45,1,2,2,3,0,58
"1838",0,60,2,2,0,0,0,21
"1839",0,45,2,2,0,0,0,42
"1840",0,30,2,2,0,0,0,61
"1841",0,30,2,2,0,0,0,70
"1842",0,0,2,2,0,0,3,51
"1843",0,0,2,2,0,0,1,62
"1844",0,0,2,2,0,0,1,26
"1845",0,40,2,2,0,0,0,27
"1846",1,45,1,2,2,3,0,51
"1847",0,60,2,2,0,0,0,34
"1848",0,0,2,2,0,0,1,26
"1849",0,30,2,2,0,0,0,52
"1850",6,120,1,2,2,1,0,45
"1851",0,60,2,2,0,0,0,52
"1852",3,15,1,2,2,4,0,30
"1853",0,30,2,2,0,0,0,46
"1854",2,30,1,2,2,4,0,44
"1855",1,15,1,2,1,4,0,19
"1856",0,0,2,2,0,0,1,66
"1857",0,0,2,2,0,0,3,46
"1858",0,0,2,2,0,0,5,67
"1859",4,30,1,2,2,1,0,43
"1860",2,20,1,2,2,3,0,27
"1861",0,30,2,2,0,0,0,28
"1862",0,30,2,2,0,0,0,51
"1863",0,20,2,2,0,0,0,57
"1864",0,15,2,2,0,0,0,33
"1865",0,0,2,2,0,0,5,72
"1866",0,15,2,2,0,0,0,57
"1867",0,30,2,2,0,0,0,36
"1868",0,0,0,0,0,0,0,85
"1869",0,60,2,1,0,0,0,29
"1870",0,30,2,1,0,0,0,58
"1871",2,60,1,2,2,4,0,47
"1872",2,20,1,2,2,3,0,45
"1873",1,30,1,2,2,4,0,52
"1874",0,30,2,2,0,0,0,59
"1875",1,30,1,2,2,3,0,46
"1876",0,10,2,1,0,0,0,23
"1877",0,0,2,2,0,0,1,71
"1878",0,0,2,2,0,0,3,55
"1879",0,0,0,0,0,0,0,48
"1880",1,30,1,1,1,1,0,42
"1881",2,20,1,1,2,4,0,53
"1882",2,30,1,2,1,3,0,29
"1883",1,20,1,2,2,4,0,35
"1884",0,0,0,0,0,0,0,69
"1885",0,30,2,2,0,0,0,66
"1886",0,30,2,2,0,0,0,20
"1887",0,0,2,2,0,0,3,60
"1888",3,40,1,2,2,2,0,26
"1889",0,0,0,0,0,0,0,71
"1890",3,60,1,2,2,4,0,68
"1891",4,50,1,2,2,4,0,70
"1892",2,40,1,2,1,3,0,43
"1893",3,120,1,2,2,1,0,37
"1894",6,60,1,2,2,3,0,47
"1895",3,60,1,2,2,4,0,32
"1896",0,0,2,2,0,0,1,52
"1897",2,30,1,2,2,2,0,45
"1898",2,45,1,2,1,4,0,54
"1899",3,60,1,2,2,4,0,73
"1900",2,120,1,2,2,4,0,41
"1901",3,60,1,2,2,2,0,19
"1902",0,0,2,2,0,0,1,48
"1903",0,0,2,2,0,0,3,40
"1904",0,0,2,2,0,0,3,53
"1905",0,0,2,2,0,0,3,47
"1906",8,60,1,1,1,4,0,28
"1907",3,480,1,2,1,2,0,45
"1908",0,0,0,0,0,0,0,56
"1909",0,0,2,2,0,0,5,81
"1910",3,30,1,2,1,1,0,28
"1911",0,0,2,2,0,0,3,59
"1912",2,30,1,2,2,4,0,36
"1913",6,30,1,1,2,4,0,47
"1914",0,0,2,2,0,0,1,52
"1915",0,0,2,2,0,0,1,32
"1916",0,0,0,0,0,0,0,60
"1917",1,60,1,2,2,4,0,54
"1918",0,0,2,2,0,0,1,36
"1919",0,30,2,2,0,0,0,26
"1920",0,60,2,2,0,0,0,68
"1921",0,30,2,2,0,0,0,62
"1922",0,30,2,2,0,0,0,38
"1923",0,30,2,2,0,0,0,68
"1924",0,0,2,2,0,0,3,45
"1925",1,40,1,1,2,4,0,29
"1926",0,0,2,2,0,0,1,55
"1927",0,10,2,2,0,0,0,33
"1928",1,60,1,2,2,2,0,21
"1929",0,0,2,2,0,0,3,44
"1930",0,0,2,2,0,0,3,80
"1931",5,60,1,2,2,4,0,36
"1932",0,0,2,2,0,0,1,44
"1933",5,60,1,1,2,3,0,52
"1934",3,20,1,2,2,3,0,38
"1935",0,30,2,2,0,0,0,73
"1936",1,15,1,2,2,1,0,28
"1937",1,20,1,2,2,5,0,44
"1938",0,30,2,2,0,0,0,39
"1939",3,30,1,2,1,4,0,33
"1940",0,60,2,2,0,0,0,30
"1941",0,30,2,2,0,0,0,18
"1942",10,60,1,2,1,4,0,23
"1943",0,60,2,1,0,0,0,42
"1944",0,30,2,2,0,0,0,40
"1945",0,20,2,1,0,0,0,39
"1946",0,30,2,2,0,0,0,18
"1947",0,15,2,2,0,0,0,70
"1948",0,0,2,2,0,0,3,89
"1949",0,15,2,2,0,0,0,78
"1950",0,30,2,2,0,0,0,44
"1951",3,25,1,2,2,4,0,29
"1952",0,15,2,2,0,0,0,30
"1953",0,0,2,2,0,0,6,85
"1954",0,15,2,1,0,0,0,60
"1955",2,30,1,2,2,2,0,23
"1956",4,30,1,2,2,3,0,58
"1957",4,15,1,2,2,4,0,18
"1958",0,60,2,2,0,0,0,77
"1959",12,30,1,2,1,4,0,45
"1960",0,0,2,2,0,0,3,48
"1961",12,20,1,2,2,5,0,56
"1962",0,0,0,0,0,0,0,56
"1963",2,20,1,1,2,4,0,37
"1964",3,30,1,2,2,4,0,56
"1965",0,0,2,2,0,0,2,38
"1966",0,20,2,2,0,0,0,45
"1967",3,20,1,1,2,3,0,40
"1968",0,5,2,2,0,0,0,39
"1969",0,60,2,2,0,0,0,31
"1970",5,5,1,1,2,4,0,44
"1971",2,20,1,2,2,2,0,21
"1972",20,60,1,2,2,4,0,61
"1973",0,15,2,1,0,0,0,61
"1974",10,60,1,1,2,2,0,26
"1975",0,0,2,2,0,0,1,31
"1976",0,0,2,2,0,0,2,53
"1977",0,10,2,2,0,0,0,54
"1978",0,15,2,2,0,0,0,25
"1979",4,60,1,2,1,3,0,25
"1980",0,0,2,2,0,0,3,61
"1981",2,30,1,2,2,3,0,60
"1982",3,120,1,1,2,3,0,31
"1983",1,20,1,2,2,3,0,37
"1984",0,0,2,2,0,0,1,52
"1985",0,30,2,2,0,0,0,39
"1986",0,0,2,2,0,0,5,47
"1987",2,60,1,2,1,4,0,62
"1988",1,15,1,2,2,5,0,70
"1989",1,30,1,2,2,1,0,51
"1990",0,15,2,1,0,0,0,23
"1991",0,0,2,2,0,0,3,52
"1992",3,50,1,2,1,2,0,21
"1993",0,1,2,2,0,0,0,24
"1994",1,20,1,2,2,2,0,36
"1995",1,30,1,2,1,3,0,22
"1996",1,15,1,2,2,4,0,41
"1997",1,15,1,2,2,2,0,33
"1998",0,60,2,2,0,0,0,30
"1999",2,60,1,2,2,4,0,34
"2000",0,0,2,2,0,0,3,31
"2001",12,30,1,2,2,1,0,52
"2002",0,0,2,2,0,0,3,33
"2003",20,20,1,2,2,1,0,32
"2004",0,0,2,2,0,0,3,44
"2005",4,60,1,1,2,3,0,38
"2006",0,0,2,2,0,0,3,71
"2007",0,5,2,2,0,0,0,43
"2008",0,0,2,2,0,0,1,55
"2009",1,30,1,2,2,4,0,28
"2010",0,25,2,2,0,0,0,26
